20,0,1
40,0,1
60,0,0
80,0,1
100,0,1
120,0,0
140,0,0
160,1,0
180,0,1
200,0,1
220,0,1
240,0,1
260,0,1
280,0,1
300,0,1
320,0,1
340,0,1
360,0,1
380,0,1
400,1,0
420,1,0
440,1,0
460,1,0
480,0,1
500,0,1
520,1,0
540,1,1
560,1,0
580,0,1
600,0,1
620,1,0
640,0,1
660,0,2
680,1,1
700,0,1
720,0,1
740,1,1
760,1,1
780,0,1
800,0,1
820,1,0
840,0,1
860,1,1
880,1,0
900,0,1
920,0,1
940,1,0
960,0,1
980,1,1
1000,1,0
1020,0,1
1040,1,1
1060,1,2
1080,1,1
1100,1,0
1120,0,1
1140,0,1
1160,1,1
1180,1,1
1200,1,1
1220,1,1
1240,1,1
1260,1,0
1280,1,0
1300,1,1
1320,1,1
1340,1,1
1360,1,1
1380,1,1
1400,1,1
1420,1,1
1440,1,1
1460,1,1
1480,1,1
1500,1,1
1520,1,1
1540,1,0
1560,1,1
1580,1,1
1600,1,1
1620,1,0
1640,1,1
1660,1,1
1680,1,1
1700,1,1
1720,1,1
1740,1,1
1760,1,1
1780,1,1
1800,1,1
1820,1,1
1840,1,0
1860,1,0
1880,1,0
1900,1,0
1920,2,0
1940,0,1
1960,1,1
1980,1,1
2000,1,0
2020,1,0
2040,1,0
2060,2,0
2080,1,1
2100,2,1
2120,2,0
2140,2,0
2160,2,0
2180,2,0
2200,1,1
2220,2,0
2240,2,0
2260,2,0
2280,2,0
2300,2,0
2320,1,1
2340,2,1
2360,2,1
2380,1,1
2400,2,0
2420,2,0
2440,2,0
2460,1,1
2480,1,1
2500,1,1
2520,2,1
2540,2,1
2560,2,1
2580,2,1
2600,2,1
2620,2,1
2640,2,0
2660,2,0
2680,2,1
2700,2,1
2720,2,0
2740,2,1
2760,1,1
2780,2,0
2800,2,0
2820,1,1
2840,2,1
2860,2,1
2880,2,1
2900,2,0
2920,2,0
2940,1,1
2960,2,1
2980,2,1
3000,2,1
3020,2,0
3040,2,0
3060,2,0
3080,2,0
3100,2,0
3120,1,1
3140,2,1
3160,2,1
3180,2,0
3200,2,0
3220,2,0
3240,1,1
3260,2,0
3280,1,1
3300,2,0
3320,1,1
3340,2,1
3360,2,0
3380,2,1
3400,2,1
3420,2,1
3440,2,1
3460,2,1
3480,2,0
3500,1,1
3520,2,1
3540,2,1
3560,2,0
3580,1,1
3600,1,1
3620,2,1
3640,2,1
3660,2,0
3680,2,0
3700,1,1
3720,1,1
3740,1,1
3760,1,1
3780,1,1
3800,2,0
3820,2,1
3840,2,0
3860,2,1
3880,2,0
3900,2,0
3920,2,0
3940,2,0
3960,2,1
3980,3,0
4000,2,0
4020,1,2
4040,1,1
4060,1,1
4080,2,1
4100,3,1
4120,3,1
4140,3,0
4160,4,0
4180,4,0
4200,3,1
4220,3,1
4240,4,0
4260,3,1
4280,3,0
4300,4,0
4320,4,0
4340,3,1
4360,3,1
4380,3,1
4400,3,1
4420,3,1
4440,4,0
4460,4,0
4480,4,0
4500,3,1
4520,3,1
4540,3,1
4560,4,0
4580,4,1
4600,4,0
4620,4,1
4640,4,0
4660,4,1
4680,3,1
4700,3,2
4720,3,1
4740,4,1
4760,4,0
4780,4,1
4800,3,0
4820,3,1
4840,3,1
4860,3,1
4880,4,0
4900,4,0
4920,3,1
4940,3,1
4960,3,1
4980,3,1
5000,3,1
5020,4,1
5040,3,1
5060,3,0
5080,4,0
5100,4,0
5120,3,1
5140,3,1
5160,3,1
5180,3,1
5200,4,0
5220,4,0
5240,3,1
5260,3,1
5280,3,0
5300,4,0
5320,4,0
5340,4,1
5360,3,1
5380,3,1
5400,3,1
5420,3,1
5440,3,1
5460,3,1
5480,4,0
5500,3,1
5520,4,0
5540,3,1
5560,3,1
5580,3,1
5600,3,1
5620,3,1
5640,3,0
5660,4,1
5680,3,1
5700,3,1
5720,3,1
5740,4,0
5760,4,0
5780,4,0
5800,3,1
5820,3,1
5840,3,1
5860,4,1
5880,3,1
5900,4,0
5920,3,0
5940,3,1
5960,3,1
5980,3,1
6000,3,1
6020,4,1
6040,3,1
6060,3,1
6080,3,1
6100,3,1
6120,4,0
6140,3,1
6160,3,1
6180,3,1
6200,4,0
6220,4,0
6240,3,1
6260,3,1
6280,4,0
6300,4,1
6320,3,1
6340,4,0
6360,3,1
6380,4,1
6400,3,1
6420,3,1
6440,4,0
6460,4,0
6480,3,1
6500,3,1
6520,3,1
6540,3,1
6560,3,1
6580,3,0
6600,4,1
6620,3,1
6640,4,0
6660,4,0
6680,3,1
6700,3,1
6720,4,1
6740,3,1
6760,3,1
6780,3,1
6800,3,1
6820,3,1
6840,3,1
6860,3,0
6880,3,1
6900,3,1
6920,3,1
6940,4,1
6960,3,1
6980,3,1
7000,3,1
7020,3,1
7040,4,0
7060,3,1
7080,3,1
7100,3,1
7120,3,1
7140,3,0
7160,3,1
7180,3,1
7200,3,1
7220,3,1
7240,3,1
7260,3,1
7280,3,1
7300,3,1
7320,4,0
7340,4,1
7360,4,0
7380,3,1
7400,4,0
7420,3,1
7440,4,0
7460,4,1
7480,3,0
7500,4,0
7520,3,1
7540,3,1
7560,3,1
7580,4,1
7600,4,1
7620,4,0
7640,4,0
7660,3,1
7680,3,1
7700,3,1
7720,3,1
7740,3,1
7760,4,1
7780,4,1
7800,3,0
7820,4,1
7840,4,1
7860,3,1
7880,3,1
7900,3,1
7920,3,1
7940,3,0
7960,4,0
7980,3,1
8000,3,1
8020,5,1
8040,4,1
8060,4,0
8080,4,0
8100,3,1
8120,4,1
8140,3,0
8160,3,1
8180,3,1
8200,10,2
8220,10,0
8240,7,1
8260,7,1
8280,7,1
8300,8,1
8320,7,1
8340,8,1
8360,7,2
8380,8,1
8400,7,1
8420,7,1
8440,7,1
8460,7,1
8480,7,1
8500,7,0
8520,7,2
8540,7,1
8560,7,1
8580,7,1
8600,7,2
8620,6,1
8640,8,1
8660,7,1
8680,7,1
8700,7,1
8720,7,1
8740,8,1
8760,7,2
8780,7,1
8800,6,1
8820,7,1
8840,7,2
8860,7,1
8880,7,1
8900,7,1
8920,6,1
8940,7,1
8960,7,1
8980,7,1
9000,8,1
9020,8,0
9040,7,1
9060,7,1
9080,7,1
9100,8,1
9120,7,1
9140,7,1
9160,7,2
9180,7,1
9200,7,1
9220,7,1
9240,7,2
9260,7,1
9280,7,2
9300,8,1
9320,8,2
9340,7,2
9360,7,1
9380,7,2
9400,7,2
9420,7,1
9440,7,1
9460,7,1
9480,7,1
9500,6,2
9520,7,2
9540,7,2
9560,7,1
9580,7,1
9600,9,1
9620,6,2
9640,7,2
9660,7,1
9680,6,2
9700,8,1
9720,7,1
9740,7,1
9760,8,1
9780,7,2
9800,7,2
9820,8,2
9840,7,1
9860,8,1
9880,9,2
9900,7,2
9920,7,1
9940,7,1
9960,7,1
9980,6,2
10000,7,1
10020,7,2
10040,8,1
10060,7,2
10080,7,1
10100,7,2
10120,7,3
