20,1.5
40,1.6
60,2.1
80,2.1
100,1.9
120,1.7
140,1.9
160,2
180,2.3
200,0.6
220,1.1
240,1.1
260,1
280,1.1
300,1
320,1
340,1.1
360,1
380,1
400,1.2
420,1
440,1
460,1
480,1.1
500,0.8
520,0.9
540,1
560,0.9
580,1
600,1
620,1
640,1.1
660,1.1
680,1
700,0.8
720,1
740,1
760,1
780,1
800,1
820,0.9
840,1.1
860,1
880,0.8
900,1
920,1.1
940,1
960,1.2
980,0.9
1000,1
1020,1
1040,1
1060,1
1080,1
1100,1.1
1120,1
1140,1.1
1160,1.2
1180,1
1200,1.3
1220,1
1240,1.1
1260,1.1
1280,1.1
1300,1
1320,1.1
1340,1.2
1360,1.1
1380,1.1
1400,1.1
1420,1.1
1440,1.1
1460,1
1480,1.1
1500,1
1520,1
1540,1
1560,1
1580,0.9
1600,1.1
1620,1
1640,1.1
1660,1
1680,1.3
1700,1
1720,1.2
1740,1.1
1760,1
1780,1
1800,1
1820,0.9
1840,1
1860,1
1880,1.3
1900,1
1920,1.1
1940,1.1
1960,1.1
1980,0.9
2000,1.2
2020,1.1
2040,1.1
2060,1.1
2080,1.3
2100,1.2
2120,1.1
2140,1
2160,1.2
2180,1.2
2200,1.1
2220,1.3
2240,1.2
2260,1.2
2280,1.2
2300,1.2
2320,1.8
2340,1.2
2360,1.2
2380,1.1
2400,1.4
2420,1.2
2440,1.6
2460,1.2
2480,1.2
2500,1.5
2520,1.2
2540,1.5
2560,1.3
2580,1.3
2600,1.9
2620,1.4
2640,1.5
2660,1
2680,1.3
2700,1.4
2720,1.5
2740,1.6
2760,1.2
2780,1.6
2800,1.5
2820,1.4
2840,1.2
2860,1.4
2880,1.3
2900,1.2
2920,1.4
2940,1.3
2960,1.2
2980,1.3
3000,1.3
3020,1.5
3040,1.5
3060,1.5
3080,1.3
3100,1.7
3120,1.6
3140,1.5
3160,1.4
3180,1.4
3200,1.7
3220,1.3
3240,1.6
3260,1.3
3280,1.3
3300,1.4
3320,1.3
3340,1.3
3360,1.6
3380,1.4
3400,1.4
3420,1.5
3440,1.4
3460,1.3
3480,1.8
3500,1.4
3520,1.6
3540,1.5
3560,1.3
3580,1.6
3600,1.6
3620,1.5
3640,1.7
3660,1.5
3680,1.5
3700,1.5
3720,1.9
3740,1.5
3760,1.5
3780,1.4
3800,1.5
3820,1.7
3840,1.8
3860,1.8
3880,1.4
3900,1.9
3920,1.7
3940,1.4
3960,1.8
3980,1.7
4000,1.8
4020,1.6
4040,1.3
4060,1.8
4080,1.9
4100,1.7
4120,2
4140,2
4160,1.7
4180,1.9
4200,1.9
4220,2.1
4240,2.1
4260,2
4280,2
4300,2.3
4320,1.7
4340,1.7
4360,2
4380,2.1
4400,2.5
4420,2.3
4440,2.2
4460,2.7
4480,2.4
4500,2.3
4520,2.6
4540,2.2
4560,2.4
4580,2.4
4600,3
4620,2.5
4640,2.4
4660,2.8
4680,2.3
4700,2.7
4720,2.4
4740,2.5
4760,2.8
4780,2.6
4800,2.7
4820,2.8
4840,2.3
4860,2.7
4880,2.3
4900,2.7
4920,2.7
4940,2.8
4960,2.8
4980,2.4
5000,2.7
5020,2.7
5040,2.8
5060,2.7
5080,2.6
5100,2.4
5120,2.7
5140,2.9
5160,2.6
5180,2.8
5200,2.7
5220,2.7
5240,2.7
5260,3.3
5280,3.3
5300,2.9
5320,2.4
5340,2.6
5360,2.9
5380,2.8
5400,2.8
5420,2.6
5440,3
5460,2.9
5480,2.8
5500,3
5520,2.8
5540,2.8
5560,2.9
5580,2.5
5600,2.7
5620,2.6
5640,2.7
5660,2.8
