20,0
40,0.1
60,0.2
80,0.4
100,0.5
120,0.85
140,1.05
160,1.7
180,1.75
200,2.2
220,2.55
240,2.9
260,3.35
280,3.9
300,4.55
320,5.05
340,5.6
360,6.45
380,6.85
400,7.7
420,8.45
440,9.3
460,10.4
480,11
500,12.3
520,13.7
540,13.75
560,15.05
580,17.4
600,17.5
620,19.05
640,20.3
660,20.8
680,23.35
700,31.7
720,35
740,36.8
760,39.8
780,44.75
800,45.8
820,49
840,51.55
860,50.7
880,52.75
900,55.6
920,57.9
940,64
960,65.9
980,65.95
1000,68.45
1020,74.8
1040,78.7
1060,80.15
1080,82.15
1100,82.25
1120,84.95
1140,91.15
1160,91.75
1180,100.2
1200,97.05
1220,106.1
1240,105.35
1260,108.5
1280,110.7
1300,114.8
1320,118.1
1340,123.05
1360,125.15
1380,128.8
1400,132.6
1420,140.9
1440,140.7
1460,144.8
1480,148.85
1500,154.1
1520,150.95
1540,138.65
1560,127.15
1580,122.55
1600,131.4
1620,129.85
1640,132.2
1660,136.9
1680,142.8
1700,143.3
1720,146.7
1740,150.95
1760,155.3
1780,161.1
1800,160.3
1820,164.9
1840,166.85
1860,173.6
1880,179.5
1900,179.45
1920,184.35
1940,189.9
1960,191.15
1980,194.15
2000,199.4
