20,0
40,0
60,0
80,0
100,0.1
120,0.1
140,0.2
160,0.2
180,0.1
200,0.4
220,0
240,0
260,0.2
280,0.2
300,0.2
320,0.2
340,0.3
360,0.4
380,0.1
400,0.2
420,0.2
440,0.2
460,0.1
480,0.3
500,0.4
520,0.5
540,0.2
560,0.3
580,0.4
600,0.5
620,0.4
640,0.4
660,0.4
680,0.3
700,0.6
720,0.4
740,0.3
760,0.4
780,0.5
800,0.4
820,0.5
840,0.4
860,0.4
880,0.4
900,0.4
920,0.5
940,0.5
960,0.4
980,0.6
1000,0.5
1020,0.5
1040,0.9
1060,1
1080,0.8
1100,0.8
1120,1.1
1140,0.8
1160,0.8
1180,1
1200,0.6
1220,0.7
1240,0.8
1260,0.7
1280,1
1300,0.7
1320,0.9
1340,1
1360,0.7
1380,0.8
1400,0.8
1420,1
1440,1
1460,0.9
1480,1.2
1500,0.9
1520,0.9
1540,0.8
1560,0.4
1580,0.9
1600,0.8
1620,1
1640,1
1660,1.1
1680,1
1700,0.9
1720,1
1740,1
1760,0.8
1780,0.7
1800,0.9
1820,0.7
1840,0.9
1860,0.8
1880,0.8
1900,0.7
1920,1
1940,0.9
1960,1
1980,0.8
2000,0.9
2020,0.8
2040,0.8
2060,1.5
2080,1.8
2100,1.6
2120,1.4
2140,1.6
2160,1.6
2180,1.4
2200,1.8
2220,1.8
2240,1.5
2260,1.4
2280,1.6
2300,1.8
2320,1.4
2340,1.9
2360,1.7
2380,1.5
2400,1.8
2420,2
2440,1.4
2460,1.8
2480,1.9
2500,1.8
2520,2.1
2540,1.4
2560,1.6
2580,1.5
2600,1.7
2620,1.4
2640,1.6
2660,1.5
2680,1.7
2700,1.5
2720,1.4
2740,1.8
2760,1.9
2780,1.5
2800,1.6
2820,1.8
2840,1.6
2860,1.8
2880,1.9
2900,1.9
2920,1.5
2940,1.6
2960,2
2980,2.1
3000,2
3020,1.6
3040,1.5
3060,1.7
3080,1.7
3100,1.5
3120,1.8
3140,1.8
3160,1.7
3180,2
3200,1.6
3220,2
3240,1.7
3260,1.7
3280,1.9
3300,1.7
3320,1.8
3340,1.9
3360,1.7
3380,1.6
3400,2.1
3420,1.7
3440,1.7
3460,1.9
3480,1.6
3500,1.8
3520,1.7
3540,1.9
3560,1.6
3580,1.8
3600,1.6
3620,1.8
3640,1.5
3660,2
3680,2
3700,1.6
3720,1.7
3740,1.7
3760,2
3780,1.8
3800,1.6
3820,1.3
3840,1.9
3860,1.6
3880,1.7
3900,1.7
3920,1.8
3940,1.5
3960,1.8
3980,1.5
4000,1.8
4020,1.8
4040,1.7
4060,1.6
4080,1.7
4100,3.6
4120,3.4
4140,3.5
4160,3.6
4180,3.4
4200,3.5
4220,3.9
4240,3.5
4260,3.5
4280,3.6
4300,3.5
4320,3
4340,3.3
4360,3.7
4380,3.6
4400,3.3
4420,3.6
4440,3.5
4460,3.2
4480,3.6
4500,3.6
4520,3.5
4540,3.5
4560,3.6
4580,3.5
4600,3.5
4620,3.1
4640,3.7
4660,3.3
4680,3.6
4700,3.6
4720,3.1
4740,3.4
4760,3.5
4780,3.5
4800,3.5
4820,3.5
4840,3.6
4860,3.6
4880,3.5
4900,3.7
4920,3.5
4940,3.4
4960,3.6
4980,3.4
5000,3.4
5020,3.7
5040,3.4
5060,3.5
5080,3.6
5100,3.3
5120,3.6
5140,3.7
5160,3.4
5180,3.6
5200,3.9
5220,3.8
5240,3.7
5260,3.5
5280,3.4
5300,3.5
5320,3.3
5340,3.7
5360,3.2
5380,3.3
5400,3.4
5420,3.5
5440,3.6
5460,3.5
5480,3.2
5500,3.3
5520,3.6
5540,3.6
5560,3.5
5580,3.3
5600,3.4
5620,3.3
5640,3.6
5660,3.4
5680,3.5
5700,3.6
5720,3.3
5740,3.5
5760,3.5
5780,3.6
5800,3.3
5820,3.4
5840,3.7
5860,3.3
5880,3.2
5900,3.7
5920,3.4
5940,3.3
5960,3.7
5980,3.5
6000,3.3
6020,3.8
6040,5.3
6060,5.2
6080,3.2
6100,3.5
6120,3.6
6140,3.4
6160,3.6
6180,3.4
6200,3.2
6220,3.7
6240,3.4
6260,3.4
6280,3.6
6300,3.2
6320,3.6
6340,3.4
6360,3.9
6380,3.5
6400,3.2
6420,3.5
6440,3.6
6460,3.6
6480,3.7
6500,3.7
6520,3.7
6540,3.5
6560,3.4
6580,3.3
6600,3.6
6620,3.3
6640,3.5
6660,3.2
6680,3.4
6700,3.8
6720,3.2
6740,3.2
6760,3.6
6780,3.3
6800,3.8
6820,3.2
6840,3.8
6860,3.5
6880,3.4
6900,3.5
6920,3.4
6940,3.3
6960,3.5
6980,3.4
7000,3.6
7020,3.4
7040,4
7060,3.4
7080,3.6
7100,3.3
7120,3.6
7140,3.5
7160,3.5
7180,3.8
7200,3.2
7220,3.4
7240,3.8
7260,3.6
7280,3.5
7300,3.1
7320,3.6
7340,3.2
7360,3.6
7380,3.4
7400,3.4
7420,3.8
7440,3.5
7460,3.7
7480,3.4
7500,3.6
7520,3.8
7540,3.3
7560,3.5
7580,3.4
7600,3.5
7620,3.3
7640,3.6
7660,3.9
7680,3.5
7700,3.4
7720,3.3
7740,3.7
7760,3.2
7780,3.3
7800,3.6
7820,3.8
7840,3.6
7860,3.6
7880,3.6
7900,3.5
7920,3.8
7940,3.8
7960,3.5
7980,3.6
8000,3.6
8020,3.2
8040,3.4
8060,3.4
8080,3.5
8100,3.3
8120,3.3
8140,3.3
8160,3.4
8180,3.3
8200,7.1
8220,7.3
8240,7.3
8260,7.4
8280,7.4
8300,6.9
8320,7.5
8340,7.4
8360,7.1
8380,7.4
8400,7.2
8420,7.5
8440,7.2
8460,7.5
8480,7.2
8500,7.3
8520,7.4
8540,7
8560,7.2
8580,7.1
8600,7.6
8620,6.7
8640,7
8660,7.1
8680,6.9
8700,7.5
8720,7.2
8740,6.9
8760,7.7
8780,7.4
8800,7.3
8820,7.2
8840,7.1
8860,6.9
8880,7.4
8900,7
8920,7.4
8940,7.3
8960,7.2
8980,7.4
9000,7.4
9020,7.1
9040,7.4
9060,7.1
9080,7.5
9100,7.3
9120,7.2
9140,7.4
9160,7.5
9180,7.1
9200,7.3
9220,7.3
9240,7
9260,7.5
